                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.0808,                 0.6528,                0.90574,                0.99019,                 0.9778,                 0.9869,                0.69534,                 1.0828,                0.60695,                0.90046,              0.0015267,              0.0015267,              0.0015267
                     19,                 1.0735,                0.63015,                0.90874,                0.98712,                0.96605,                0.98339,                0.69893,                 1.0187,                0.58705,                0.89641,              0.0015185,              0.0015185,              0.0015185
                     20,                 1.0828,                0.63269,                0.90348,                 0.9822,                0.96233,                0.98041,                 0.6845,                 1.1191,                0.64632,                0.91565,              0.0015102,              0.0015102,              0.0015102
                     21,                 1.0524,                0.61562,                0.88819,                0.97682,                0.97225,                0.97949,                0.70174,                 1.0517,                0.59085,                0.90531,               0.001502,               0.001502,               0.001502
                     22,                 1.0327,                0.61547,                0.89093,                0.98606,                0.98702,                0.98578,                0.70896,                 1.0241,                0.56122,                0.89373,              0.0014937,              0.0014937,              0.0014937
                     23,                 1.0414,                  0.598,                0.89447,                0.99049,                0.98428,                0.98671,                 0.6934,                 1.0219,                0.58614,                0.89034,              0.0014855,              0.0014855,              0.0014855
                     24,                 1.0062,                0.59248,                0.88546,                 0.9943,                0.98362,                0.98254,                0.72738,                0.97652,                0.55237,                0.88269,              0.0014772,              0.0014772,              0.0014772
                     25,                0.98703,                0.58723,                0.88531,                0.99385,                0.98369,                0.98366,                0.72159,                0.98624,                 0.5421,                0.88446,               0.001469,               0.001469,               0.001469
                     26,                 1.0198,                0.58422,                0.88983,                0.98153,                0.97957,                  0.988,                0.64963,                 1.1238,                0.59763,                0.91175,              0.0014607,              0.0014607,              0.0014607
                     27,                 1.0137,                0.56466,                 0.8826,                0.99302,                 0.9812,                0.98664,                0.69663,                 1.0451,                0.54428,                0.89583,              0.0014525,              0.0014525,              0.0014525
                     28,                 1.0177,                 0.5801,                0.88812,                0.98526,                0.97957,                0.98521,                0.65023,                  1.214,                0.59815,                0.93605,              0.0014442,              0.0014442,              0.0014442
                     29,                   1.01,                0.57281,                0.89845,                0.98768,                0.98552,                0.98449,                0.71677,                0.99456,                0.53136,                0.88797,               0.001436,               0.001436,               0.001436
                     30,                 1.0282,                0.57339,                0.89466,                0.99053,                 0.9863,                0.98689,                0.66352,                 1.1016,                0.57048,                0.90953,              0.0014277,              0.0014277,              0.0014277
                     31,                 1.0629,                0.59476,                0.90268,                0.98991,                0.97841,                0.98547,                0.71541,                0.98611,                 0.5619,                0.88418,              0.0014195,              0.0014195,              0.0014195
                     32,                 1.0188,                0.55736,                 0.8894,                0.99712,                0.97836,                0.98953,                0.72287,                 1.0107,                0.53907,                0.89075,              0.0014112,              0.0014112,              0.0014112
                     33,                0.97193,                0.53648,                0.89112,                0.99652,                0.98765,                0.98873,                0.72948,                0.96714,                0.50702,                0.88111,              0.0014029,              0.0014029,              0.0014029
                     34,                 0.9674,                0.54215,                0.88105,                0.99664,                0.98765,                0.98814,                0.73743,                0.97171,                0.50252,                0.88505,              0.0013947,              0.0013947,              0.0013947
                     35,                0.98686,                 0.5483,                 0.8939,                 0.9964,                0.98765,                0.98895,                0.74004,                0.97319,                0.51867,                0.88276,              0.0013864,              0.0013864,              0.0013864
                     36,                 0.9923,                0.54345,                0.88766,                0.99727,                0.98438,                0.98865,                0.72005,                 1.0009,                0.50724,                0.88987,              0.0013782,              0.0013782,              0.0013782
                     37,                0.98474,                0.53872,                0.88513,                0.99334,                0.98457,                0.98669,                0.65162,                 1.0304,                0.53519,                0.89947,              0.0013699,              0.0013699,              0.0013699
                     38,                 1.0188,                0.54457,                0.89623,                0.98454,                0.98426,                0.98699,                0.71461,                 1.0117,                0.52636,                0.89577,              0.0013617,              0.0013617,              0.0013617
                     39,                0.99769,                0.53096,                0.88451,                0.99107,                0.98642,                0.98648,                0.67203,                 1.0851,                0.53071,                0.92014,              0.0013534,              0.0013534,              0.0013534
                     40,                0.95662,                0.52531,                0.88603,                0.99406,                0.98074,                0.98748,                0.72767,                 1.0034,                0.50159,                0.89161,              0.0013452,              0.0013452,              0.0013452
                     41,                0.94252,                0.52113,                0.87919,                0.97753,                0.96897,                0.98125,                0.70769,                 1.0071,                0.52742,                 0.8922,              0.0013369,              0.0013369,              0.0013369
                     42,                0.94866,                0.51154,                0.87876,                 0.9836,                0.96296,                 0.9823,                0.67571,                 1.0607,                0.51217,                0.90689,              0.0013287,              0.0013287,              0.0013287
                     43,                0.98124,                0.53117,                0.87896,                0.99203,                0.96605,                 0.9857,                0.70468,                 1.0071,                0.50685,                0.89081,              0.0013204,              0.0013204,              0.0013204
                     44,                0.98311,                 0.5297,                0.88776,                0.99164,                0.98332,                0.98888,                0.70269,                  1.041,                0.50557,                0.89882,              0.0013122,              0.0013122,              0.0013122
                     45,                0.96406,                 0.5154,                0.88905,                0.99553,                0.98765,                0.99011,                0.74239,                0.94714,                0.47892,                0.88204,              0.0013039,              0.0013039,              0.0013039
                     46,                0.97648,                0.50359,                 0.8834,                0.99376,                0.98148,                0.98837,                0.71874,                 1.0357,                 0.5065,                0.89834,              0.0012957,              0.0012957,              0.0012957
                     47,                0.93894,                 0.5126,                0.87228,                0.99728,                0.98406,                0.99063,                0.74714,                0.92675,                0.46484,                0.87535,              0.0012874,              0.0012874,              0.0012874
                     48,                0.95345,                0.50161,                0.88313,                0.99361,                0.98765,                0.99051,                0.75093,                0.93587,                0.45836,                0.87486,              0.0012792,              0.0012792,              0.0012792
                     49,                 0.9917,                0.50737,                0.88461,                 0.9937,                0.98732,                0.99096,                0.75673,                0.94097,                0.46889,                0.87753,              0.0012709,              0.0012709,              0.0012709
                     50,                0.95166,                0.50079,                0.87968,                0.99324,                0.98702,                0.99134,                0.74832,                0.93166,                0.44942,                 0.8777,              0.0012627,              0.0012627,              0.0012627
                     51,                0.95317,                0.49709,                0.88439,                0.99673,                0.98146,                0.99147,                0.75775,                0.92394,                0.45203,                0.87477,              0.0012544,              0.0012544,              0.0012544
                     52,                 0.9557,                0.48388,                0.87568,                0.99682,                0.98644,                0.99049,                0.73913,                0.96803,                0.45803,                0.88569,              0.0012462,              0.0012462,              0.0012462
                     53,                0.92592,                0.48384,                 0.8786,                0.99694,                0.98974,                0.99123,                0.74506,                0.92965,                0.45543,                0.87684,              0.0012379,              0.0012379,              0.0012379
                     54,                0.91421,                0.49075,                0.87144,                0.99033,                0.98457,                0.98939,                 0.7294,                0.94973,                0.48188,                0.87999,              0.0012297,              0.0012297,              0.0012297
                     55,                0.94909,                0.48682,                0.87971,                0.99367,                0.98457,                0.99134,                0.73779,                0.94936,                0.45518,                0.87717,              0.0012214,              0.0012214,              0.0012214
                     56,                0.97683,                0.48839,                0.88224,                0.99669,                0.98765,                0.99103,                0.75983,                0.92103,                0.45027,                0.87082,              0.0012132,              0.0012132,              0.0012132
                     57,                0.97768,                0.48901,                0.88323,                0.99616,                0.98457,                0.99036,                0.76435,                0.91569,                0.44364,                0.87097,              0.0012049,              0.0012049,              0.0012049
                     58,                 1.0105,                0.49932,                0.88888,                0.98763,                0.98572,                  0.991,                0.72645,                0.98919,                0.46547,                0.88614,              0.0011967,              0.0011967,              0.0011967
                     59,                0.94175,                0.47691,                0.87792,                0.99735,                0.98387,                0.99163,                0.74292,                0.95524,                0.45268,                0.88152,              0.0011884,              0.0011884,              0.0011884
                     60,                0.93525,                0.48252,                0.88663,                0.99682,                0.98696,                0.99051,                0.74769,                0.93269,                0.44005,                0.87637,              0.0011802,              0.0011802,              0.0011802
                     61,                0.92408,                 0.4639,                0.87702,                0.99737,                0.99074,                0.99278,                0.76569,                0.91658,                0.43839,                0.87074,              0.0011719,              0.0011719,              0.0011719
                     62,                0.92529,                0.47806,                0.86483,                0.98457,                 0.9848,                0.99332,                0.72826,                  1.016,                0.46645,                0.89122,              0.0011636,              0.0011636,              0.0011636
                     63,                0.95308,                0.47998,                0.87022,                0.98771,                0.98019,                0.99315,                0.75299,                0.94511,                0.43755,                0.87643,              0.0011554,              0.0011554,              0.0011554
                     64,                0.92568,                0.46322,                0.87784,                0.99487,                0.98396,                0.99354,                0.74926,                 0.9669,                0.45058,                 0.8829,              0.0011471,              0.0011471,              0.0011471
                     65,                0.95643,                0.46667,                0.88105,                0.99515,                0.98702,                0.99308,                0.76867,                0.90579,                0.43529,                 0.8701,              0.0011389,              0.0011389,              0.0011389
                     66,                0.94823,                0.47032,                0.87539,                0.99689,                0.99036,                0.99395,                0.76348,                0.93333,                0.43524,                0.87363,              0.0011306,              0.0011306,              0.0011306
                     67,                0.93439,                0.46781,                0.87386,                0.99663,                0.98765,                0.99341,                0.74284,                 0.9611,                0.43742,                0.87884,              0.0011224,              0.0011224,              0.0011224
                     68,                0.94701,                0.47079,                0.87344,                0.99687,                0.98727,                0.99304,                0.77121,                 0.9113,                0.43194,                0.86836,              0.0011141,              0.0011141,              0.0011141
                     69,                0.96108,                0.47277,                0.88434,                0.99713,                0.99013,                0.99339,                0.77152,                0.92902,                0.43541,                0.87274,              0.0011059,              0.0011059,              0.0011059
                     70,                0.93549,                0.46029,                 0.8764,                0.99716,                0.99046,                 0.9936,                0.75969,                0.95592,                 0.4269,                0.87853,              0.0010976,              0.0010976,              0.0010976
                     71,                0.94003,                0.46758,                0.87674,                0.99735,                0.99043,                0.99434,                0.78329,                0.88559,                0.41863,                0.86567,              0.0010894,              0.0010894,              0.0010894
                     72,                0.93939,                0.45565,                0.88259,                0.99754,                0.99046,                0.99346,                0.77775,                 0.8964,                 0.4201,                0.86792,              0.0010811,              0.0010811,              0.0010811
                     73,                0.88317,                 0.4414,                 0.8682,                0.99726,                0.99352,                0.99306,                0.78231,                0.88787,                0.41399,                0.86635,              0.0010729,              0.0010729,              0.0010729
                     74,                0.89782,                0.44197,                0.87916,                0.99709,                0.99074,                0.99322,                0.77678,                0.88952,                0.42075,                0.86971,              0.0010646,              0.0010646,              0.0010646
                     75,                0.88561,                0.44261,                0.87519,                0.99698,                0.99337,                0.99324,                0.78442,                0.87807,                0.42291,                0.86698,              0.0010564,              0.0010564,              0.0010564
                     76,                0.87526,                0.43802,                0.86866,                0.99759,                0.99074,                 0.9935,                0.78337,                0.89053,                0.42286,                0.86391,              0.0010481,              0.0010481,              0.0010481
                     77,                0.91153,                0.45162,                0.86827,                0.99725,                0.99379,                 0.9933,                0.78994,                0.86377,                0.41913,                 0.8589,              0.0010399,              0.0010399,              0.0010399
                     78,                 0.9094,                0.44377,                0.87074,                0.99718,                0.99372,                0.99402,                0.78081,                0.89152,                0.41403,                0.86607,              0.0010316,              0.0010316,              0.0010316
                     79,                0.90684,                0.43892,                0.87023,                0.99779,                0.99268,                0.99397,                0.76599,                0.90996,                0.42149,                0.86857,              0.0010234,              0.0010234,              0.0010234
                     80,                0.89377,                0.43532,                0.86458,                0.99759,                0.99324,                0.99398,                0.78828,                0.86289,                0.40807,                0.86159,              0.0010151,              0.0010151,              0.0010151
                     81,                0.89262,                0.44786,                0.86504,                 0.9977,                0.99383,                0.99432,                 0.7916,                0.86448,                0.41594,                0.86569,              0.0010069,              0.0010069,              0.0010069
                     82,                0.88514,                0.43877,                0.86457,                  0.994,                0.98447,                0.99403,                0.78757,                0.87398,                0.41818,                0.86629,             0.00099862,             0.00099862,             0.00099862
                     83,                0.90641,                0.44847,                0.86936,                0.97856,                0.98579,                0.99105,                0.77404,                0.91022,                0.44793,                0.87197,             0.00099036,             0.00099036,             0.00099036
                     84,                0.89511,                 0.4348,                0.86547,                0.99767,                0.99017,                0.99222,                0.77599,                0.90817,                0.42078,                0.87261,             0.00098211,             0.00098211,             0.00098211
                     85,                0.90573,                0.43835,                0.86358,                0.99774,                0.99074,                0.99134,                0.78181,                0.87794,                0.42049,                0.86615,             0.00097386,             0.00097386,             0.00097386
                     86,                0.91504,                0.44448,                0.87424,                0.99729,                0.99074,                0.99138,                0.74656,                0.91691,                0.42755,                0.87008,             0.00096561,             0.00096561,             0.00096561
                     87,                 0.8917,                0.44433,                0.86101,                0.99633,                0.99074,                0.99138,                0.78735,                0.86977,                 0.4169,                0.86505,             0.00095736,             0.00095736,             0.00095736
                     88,                0.89625,                0.43519,                0.87057,                0.99741,                0.99074,                0.99326,                0.79482,                0.84197,                 0.3956,                0.85799,             0.00094911,             0.00094911,             0.00094911
                     89,                0.87368,                0.41735,                0.86639,                0.99773,                0.98765,                0.99385,                0.78293,                 0.8587,                0.40807,                0.85998,             0.00094085,             0.00094085,             0.00094085
                     90,                0.88536,                0.42787,                0.86462,                0.99052,                0.98148,                0.99052,                0.77794,                0.89007,                0.41848,                0.86706,              0.0009326,              0.0009326,              0.0009326
                     91,                0.88312,                0.43354,                0.87298,                0.98889,                0.98287,                0.99058,                0.76949,                0.92312,                0.42779,                0.87193,             0.00092435,             0.00092435,             0.00092435
                     92,                0.91554,                0.43737,                0.87063,                0.99787,                0.98921,                0.99351,                0.79043,                 0.8706,                0.40542,                0.86192,              0.0009161,              0.0009161,              0.0009161
                     93,                0.86824,                0.41599,                0.85853,                0.99146,                0.99653,                0.99444,                0.78123,                0.88845,                0.40541,                0.86776,             0.00090785,             0.00090785,             0.00090785
                     94,                 0.8565,                0.42064,                0.86023,                0.99173,                0.99691,                0.99447,                0.79639,                0.83835,                0.40255,                0.85644,              0.0008996,              0.0008996,              0.0008996
                     95,                0.85802,                0.41265,                0.86202,                0.99808,                 0.9925,                 0.9944,                0.78407,                0.85861,                0.39018,                0.86273,             0.00089134,             0.00089134,             0.00089134
                     96,                0.83449,                0.40889,                0.85743,                0.99456,                0.99656,                 0.9944,                0.80682,                 0.8195,                0.38849,                0.85123,             0.00088309,             0.00088309,             0.00088309
                     97,                 0.8587,                0.41526,                0.85931,                0.99157,                0.98995,                0.99343,                0.78474,                0.87066,                0.40525,                0.85996,             0.00087484,             0.00087484,             0.00087484
                     98,                0.87325,                0.42085,                0.86355,                0.99185,                0.99673,                 0.9943,                 0.8034,                0.81993,                0.39721,                0.85264,             0.00086659,             0.00086659,             0.00086659
                     99,                0.85021,                 0.4156,                0.85535,                0.99222,                0.99652,                0.99439,                0.79107,                0.81677,                0.38968,                0.85447,             0.00085834,             0.00085834,             0.00085834
                    100,                 0.8711,                0.42372,                0.86304,                0.99245,                0.99655,                0.99441,                0.79344,                0.84707,                0.39148,                0.85979,             0.00085009,             0.00085009,             0.00085009
                    101,                0.82969,                0.40211,                0.85827,                0.99427,                0.99383,                 0.9944,                0.80438,                0.81744,                0.38271,                0.85162,             0.00084184,             0.00084184,             0.00084184
                    102,                0.87793,                0.42104,                0.87166,                0.99725,                0.99334,                0.99384,                0.79999,                0.80865,                0.38088,                0.85078,             0.00083358,             0.00083358,             0.00083358
                    103,                0.84787,                 0.4077,                0.86403,                0.99761,                0.99323,                0.99404,                0.80805,                0.79516,                 0.3746,                0.84718,             0.00082533,             0.00082533,             0.00082533
                    104,                  0.862,                0.41395,                0.86165,                 0.9978,                0.99642,                0.99438,                0.80569,                0.81623,                0.37798,                 0.8509,             0.00081708,             0.00081708,             0.00081708
                    105,                0.83031,                0.40112,                 0.8618,                0.99795,                0.99616,                0.99439,                0.81309,                0.78581,                0.36629,                0.84693,             0.00080883,             0.00080883,             0.00080883
                    106,                0.85702,                 0.4063,                0.85825,                0.99782,                0.99628,                0.99447,                0.79956,                0.81411,                0.38236,                0.85054,             0.00080058,             0.00080058,             0.00080058
                    107,                0.84576,                0.40515,                0.85923,                0.99755,                0.99622,                0.99444,                0.80386,                 0.7985,                0.37465,                0.84683,             0.00079233,             0.00079233,             0.00079233
                    108,                0.86518,                0.40418,                 0.8554,                 0.9946,                0.99691,                0.99452,                0.80478,                0.81451,                0.38111,                  0.847,             0.00078407,             0.00078407,             0.00078407
                    109,                0.87154,                0.40838,                0.86738,                0.99434,                0.99691,                0.99447,                0.81617,                0.79594,                 0.3686,                 0.8465,             0.00077582,             0.00077582,             0.00077582
                    110,                0.83295,                 0.3998,                0.84863,                0.99448,                0.99691,                0.99414,                0.81455,                 0.7934,                0.37453,                0.84834,             0.00076757,             0.00076757,             0.00076757
                    111,                0.84926,                 0.4073,                0.86124,                0.99799,                0.99326,                0.99435,                0.82081,                0.78184,                0.36766,                0.84668,             0.00075932,             0.00075932,             0.00075932
                    112,                0.82487,                0.39114,                0.85825,                0.99117,                0.99691,                0.99424,                 0.8175,                0.77871,                0.37261,                0.84545,             0.00075107,             0.00075107,             0.00075107
                    113,                0.82484,                0.39442,                0.85011,                0.99149,                0.99691,                0.99397,                0.82398,                0.77473,                0.36951,                0.84612,             0.00074282,             0.00074282,             0.00074282
                    114,                0.81036,                0.38664,                0.86192,                0.99574,                0.99539,                0.99395,                0.82403,                0.76866,                0.36582,                0.84461,             0.00073456,             0.00073456,             0.00073456
                    115,                 0.8118,                0.39536,                0.84757,                0.99563,                0.99628,                0.99437,                0.82353,                0.76796,                0.35765,                 0.8432,             0.00072631,             0.00072631,             0.00072631
                    116,                 0.8285,                0.39501,                0.85577,                0.99559,                0.99628,                0.99416,                 0.8176,                0.77318,                0.35729,                0.84347,             0.00071806,             0.00071806,             0.00071806
                    117,                0.80326,                0.38464,                0.84872,                 0.9953,                0.99691,                0.99401,                0.82078,                0.78237,                0.36463,                0.84644,             0.00070981,             0.00070981,             0.00070981
                    118,                0.78849,                0.38097,                0.84679,                 0.9924,                 0.9901,                0.99357,                0.81272,                0.82428,                0.37892,                0.85535,             0.00070156,             0.00070156,             0.00070156
                    119,                0.79751,                0.39333,                0.85318,                 0.9953,                 0.9901,                0.99393,                   0.81,                0.81964,                0.37486,                0.85263,             0.00069331,             0.00069331,             0.00069331
                    120,                0.81818,                0.38313,                0.85378,                0.99385,                0.99691,                 0.9944,                0.82477,                 0.7725,                0.36885,                0.84436,             0.00068505,             0.00068505,             0.00068505
                    121,                0.77985,                0.38956,                0.84544,                0.99465,                0.99383,                0.99446,                0.81768,                0.78816,                0.36798,                0.84768,              0.0006768,              0.0006768,              0.0006768
                    122,                0.80753,                0.39686,                0.84973,                0.94968,                0.97583,                0.97879,                0.79927,                0.79121,                0.42683,                0.84593,             0.00066855,             0.00066855,             0.00066855
                    123,                0.78557,                0.39214,                0.84715,                 0.9828,                0.99192,                0.99431,                 0.8184,                0.78166,                0.36991,                0.84496,              0.0006603,              0.0006603,              0.0006603
                    124,                0.82006,                0.38933,                0.84765,                0.99774,                0.99074,                0.99435,                0.81235,                0.80735,                0.37445,                 0.8521,             0.00065205,             0.00065205,             0.00065205
                    125,                 0.8205,                0.39676,                0.85456,                0.99774,                0.99046,                0.99392,                0.81559,                0.77688,                0.36608,                0.84478,              0.0006438,              0.0006438,              0.0006438
                    126,                0.82237,                0.40245,                0.85225,                0.99765,                 0.9938,                0.99393,                0.82588,                0.74434,                0.35913,                0.84085,             0.00063554,             0.00063554,             0.00063554
                    127,                0.79983,                0.38542,                0.85284,                0.99456,                0.99691,                0.99429,                0.82366,                0.76966,                0.36277,                0.84274,             0.00062729,             0.00062729,             0.00062729
                    128,                0.80265,                0.38429,                0.84184,                0.99457,                0.99691,                0.99421,                0.83027,                0.75612,                0.35711,                0.84292,             0.00061904,             0.00061904,             0.00061904
                    129,                  0.795,                0.38424,                0.85609,                 0.9944,                0.99691,                0.99427,                0.83547,                0.72939,                0.35078,                 0.8378,             0.00061079,             0.00061079,             0.00061079
                    130,                0.79447,                 0.3826,                0.85495,                0.99447,                0.99691,                 0.9946,                0.83486,                0.73754,                0.35034,                0.83847,             0.00060254,             0.00060254,             0.00060254
                    131,                0.77924,                0.37518,                0.84662,                0.99425,                0.99691,                0.99457,                0.83032,                0.74661,                0.35219,                0.83922,             0.00059429,             0.00059429,             0.00059429
                    132,                0.77155,                0.37665,                0.85318,                0.99756,                0.99609,                0.99463,                0.83073,                0.74177,                0.34963,                0.83982,             0.00058603,             0.00058603,             0.00058603
                    133,                0.78874,                0.38161,                0.84385,                0.99741,                0.99354,                0.99478,                0.81435,                0.79572,                0.35953,                0.85418,             0.00057778,             0.00057778,             0.00057778
                    134,                0.80363,                0.38716,                 0.8475,                 0.9944,                0.99978,                0.99481,                0.83524,                0.73718,                0.34732,                 0.8371,             0.00056953,             0.00056953,             0.00056953
                    135,                0.78109,                0.37753,                0.85938,                0.99796,                0.99342,                0.99493,                0.83781,                0.73529,                0.34828,                 0.8367,             0.00056128,             0.00056128,             0.00056128
                    136,                0.75234,                0.36132,                0.83951,                0.99834,                0.99314,                0.99496,                0.83832,                0.74257,                0.34684,                0.83766,             0.00055303,             0.00055303,             0.00055303
                    137,                0.78084,                0.37534,                0.84328,                0.99541,                0.99904,                0.99493,                0.84013,                 0.7286,                0.35076,                0.83691,             0.00054478,             0.00054478,             0.00054478
                    138,                0.78316,                0.37634,                0.84494,                0.99936,                0.99502,                0.99464,                0.84002,                0.73501,                0.35587,                0.83636,             0.00053652,             0.00053652,             0.00053652
                    139,                0.77182,                0.37734,                0.84514,                0.99936,                0.99525,                0.99461,                0.83767,                0.72278,                0.34809,                0.83557,             0.00052827,             0.00052827,             0.00052827
                    140,                0.75051,                 0.3708,                0.84078,                0.99856,                0.99608,                0.99462,                0.84775,                0.71987,                0.33987,                0.83449,             0.00052002,             0.00052002,             0.00052002
                    141,                0.78601,                0.37736,                0.85031,                 0.9981,                0.99336,                0.99462,                 0.8476,                0.71032,                0.33744,                0.83329,             0.00051177,             0.00051177,             0.00051177
                    142,                0.78066,                0.36698,                0.84667,                0.99473,                0.99627,                0.99478,                0.84842,                0.68828,                0.33761,                0.82914,             0.00050352,             0.00050352,             0.00050352
                    143,                0.74735,                 0.3597,                0.83931,                0.99143,                0.99691,                0.99463,                0.84656,                0.69653,                0.33416,                0.83053,             0.00049527,             0.00049527,             0.00049527
                    144,                 0.7521,                0.35599,                0.84638,                0.99584,                0.99691,                  0.995,                0.84617,                0.70103,                0.33613,                 0.8315,             0.00048701,             0.00048701,             0.00048701
                    145,                0.75873,                0.36172,                0.84009,                 0.9983,                0.99685,                0.99496,                0.84617,                0.69325,                 0.3302,                0.83092,             0.00047876,             0.00047876,             0.00047876
                    146,                0.77713,                0.37365,                 0.8493,                0.99839,                0.99879,                0.99484,                0.84424,                0.72188,                0.33427,                0.83326,             0.00047051,             0.00047051,             0.00047051
                    147,                0.76234,                0.36352,                0.83922,                0.99693,                0.99691,                0.99489,                0.85155,                0.69816,                0.32649,                0.83043,             0.00046226,             0.00046226,             0.00046226
                    148,                 0.7793,                0.36143,                 0.8505,                0.99233,                      1,                0.99482,                 0.8503,                0.69799,                0.33312,                0.83157,             0.00045401,             0.00045401,             0.00045401
                    149,                0.74635,                0.35848,                0.83809,                0.99402,                      1,                0.99492,                0.85483,                0.68695,                0.32715,                0.83027,             0.00044576,             0.00044576,             0.00044576
                    150,                0.74481,                0.35567,                0.83847,                0.98336,                0.99946,                0.99336,                0.84575,                0.69464,                0.33514,                0.83154,              0.0004375,              0.0004375,              0.0004375
                    151,                0.75103,                 0.3567,                0.84332,                0.97931,                0.99564,                 0.9935,                0.85371,                 0.6839,                0.33239,                0.83075,             0.00042925,             0.00042925,             0.00042925
                    152,                0.78546,                0.36677,                0.84014,                0.98317,                0.99761,                0.99491,                0.85498,                0.68234,                0.33244,                0.82874,               0.000421,               0.000421,               0.000421
                    153,                0.75779,                0.35869,                0.84237,                0.98373,                0.99686,                0.99403,                0.84535,                0.70098,                 0.3333,                0.83027,             0.00041275,             0.00041275,             0.00041275
                    154,                0.79509,                0.37269,                0.84249,                0.98651,                0.99664,                 0.9896,                0.83756,                0.71361,                0.34563,                0.83225,              0.0004045,              0.0004045,              0.0004045
                    155,                0.74595,                0.35811,                0.83996,                0.98732,                0.99682,                0.99083,                0.84423,                0.68961,                0.33655,                0.82841,             0.00039625,             0.00039625,             0.00039625
                    156,                0.73987,                0.35312,                0.84229,                0.99275,                0.99917,                0.99475,                0.86038,                0.67076,                0.32015,                0.82775,             0.00038799,             0.00038799,             0.00038799
                    157,                0.74953,                0.35391,                0.84182,                0.99596,                0.99936,                  0.995,                0.86269,                0.66302,                0.31611,                0.82616,             0.00037974,             0.00037974,             0.00037974
                    158,                0.73903,                 0.3542,                0.83363,                0.99606,                      1,                0.99485,                0.86493,                0.66201,                0.31925,                0.82622,             0.00037149,             0.00037149,             0.00037149
                    159,                0.73333,                0.34776,                0.84575,                0.99549,                0.99993,                0.99475,                0.86727,                 0.6565,                0.32164,                0.82584,             0.00036324,             0.00036324,             0.00036324
